food2,food2_22.png,cake,ケーキ
food2,food2_23.png,pudding,プリン
food2,food2_24.png,doughnut/donut,ドーナツ
food2,food2_25.png,ice cream,アイスクリーム
food2,food2_26.png,jelly,ゼリー
food2,food2_27.png,coffee,コーヒー
food2,food2_28.png,cola,コーラ
kitchen1,kitchen1_01.png,refrigerator,<ruby>冷蔵庫<rt>れいぞうこ</rt></ruby>
kitchen1,kitchen1_02.png,coffee maker,コーヒーメーカー
kitchen1,kitchen1_03.png,toaster,トースター
kitchen1,kitchen1_04.png,pot,なべ
kitchen1,kitchen1_05.png,microwave,<ruby>電子<rt>でんし</rt></ruby>レンジ
kitchen1,kitchen1_06.png,scale,はかり
kitchen1,kitchen1_07.png,sink,ながし
kitchen1,kitchen1_08.png,pan,フライパン
kitchen1,kitchen1_09.png,rice cooker,<ruby>炊飯器<rt>すいはんき</rt></ruby>
kitchen1,kitchen1_10.png,duster,<ruby>布巾<rt>ふきん</rt></ruby>
kitchen1,kitchen1_11.png,kettle,やかん
kitchen1,kitchen1_12.png,apron,エプロン
kitchen1,kitchen1_13.png,blender,ミキサー
kitchen1,kitchen1_14.png,fork,フォーク
kitchen1,kitchen1_15.png,chopsticks,はし
kitchen1,kitchen1_16.png,kitchen knife,<ruby>包丁<rt>ほうちょう</rt></ruby>
kitchen1,kitchen1_17.png,knife,ナイフ
kitchen1,kitchen1_18.png,bowl,ちゃわん
kitchen1,kitchen1_19.png,dishwasher,<ruby>食器洗<rt>しょっきあら</rt></ruby>い<ruby>機<rt>き</rt></ruby>
kitchen1,kitchen1_20.png,chopping board,また<ruby>板<rt>いた</rt></ruby>
kitchen1,kitchen1_21.png,cupboard,とだな
kitchen1,kitchen1_22.png,plate,さら
kitchen1,kitchen1_23.png,spoon,スプーン
kitchen1,kitchen1_24.png,beater,<ruby>泡<rt>あわ</rt></ruby>だて<ruby>器<rt>き</rt></ruby>
kitchen2,kitchen2_01.png,glass,コップ
kitchen2,kitchen2_02.png,lunchbox,<ruby>弁当箱<rt>ばんとうばこ</rt></ruby>
kitchen2,kitchen2_03.png,cup,カップ
kitchen2,kitchen2_04.png,beer,ビール
kitchen2,kitchen2_05.png,bottle,ビン
kitchen2,kitchen2_06.png,whiskey,ウィスキー
kitchen2,kitchen2_07.png,coffee mill,コーヒーミル
kitchen2,kitchen2_08.png,soda,<ruby>炭酸水<rt>たんさんすい</rt></ruby>
kitchen2,kitchen2_09.png,water bottle,<ruby>水筒<rt>すいとう</rt></ruby>
kitchen2,kitchen2_10.png,wine,ワイン
kitchen2,kitchen2_11.png,ketchup,ケチャップ
kitchen2,kitchen2_12.png,mayonnaise,マヨネーズ
kitchen2,kitchen2_13.png,teapot,きゅうす
kitchen2,kitchen2_14.png,soy sauce,しょうゆ
kitchen2,kitchen2_15.png,oil,<ruby>油<rt>あぶら</rt></ruby>
kitchen2,kitchen2_16.png,coffee,コーヒー
kitchen2,kitchen2_17.png,sugar,<ruby>砂糖<rt>さとう</rt></ruby>
kitchen2,kitchen2_18.png,sesame oil,ごま<ruby>油<rt>あぶら</rt></ruby>
kitchen2,kitchen2_19.png,tea bag,ティーバッグ
kitchen2,kitchen2_20.png,tea,<ruby>紅茶<rt>こうちゃ</rt></ruby>
kitchen2,kitchen2_21.png,water,<ruby>水<rt>みず</rt></ruby>
kitchen2,kitchen2_22.png,vinegar,<ruby>酢<rt>す</rt></ruby>
kitchen2,kitchen2_23.png,salt,<ruby>塩<rt>しお</rt></ruby>
kitchen2,kitchen2_24.png,orange juice,オレンジジュース
emotion,emotion_01.png,sad,<ruby>悲<rt>かな</rt></ruby>しい
emotion,emotion_02.png,glad,<ruby>嬉<rt>うれ</rt></ruby>しい
emotion,emotion_03.png,delighted,<ruby>大喜<rt>おおよろこ</rt></ruby>びした
emotion,emotion_04.png,happy,<ruby>楽<rt>たの</rt></ruby>しい
emotion,emotion_05.png,fine,<ruby>元気<rt>げんき</rt></ruby>な
emotion,emotion_06.png,bored,<ruby>退屈<rt>たいくつ</rt></ruby>な
emotion,emotion_07.png,relieved,<ruby>安心<rt>あんしん</rt></ruby>している
emotion,emotion_08.png,angry,<ruby>怒<rt>おこ</rt></ruby>っている
emotion,emotion_09.png,calm,<ruby>落<rt>お</rt></ruby>ち<ruby>着<rt>つ</rt></ruby>いた
emotion,emotion_10.png,irritated,イライラして
emotion,emotion_11.png,excited,<ruby>興奮<rt>こうふん</rt></ruby>して
emotion,emotion_12.png,depressed,<ruby>元気<rt>げんき</rt></ruby>のない
emotion,emotion_13.png,tired,<ruby>疲<rt>つか</rt></ruby>れた
emotion,emotion_14.png,frightened,ぎょっとした
emotion,emotion_15.png,scared,おびえた
emotion,emotion_16.png,nervous,<ruby>緊張<rt>きんちょう</rt></ruby>している
emotion,emotion_17.png,worried,<ruby>心配<rt>しんぱい</rt></ruby>な
emotion,emotion_18.png,embarrassed,<ruby>恥<rt>は</rt></ruby>ずかしい
emotion,emotion_19.png,mad,かんかんに<ruby>怒<rt>おこ</rt></ruby>っている
emotion,emotion_20.png,hurt,<ruby>傷<rt>きず</rt></ruby>ついた
